site_id,accuracy,cdli_provenience_id,anc_name,transc_name,ara_name,arm_name,fas_name,geo_name,gre_name,heb_name,rus_name,legacy_name,pleiades_url,osm_url,geonames_url,wik_en,wik_ara,wik_fas,wik_gre,wik_heb,wik_tr,rla_url,wikidata_url,lon_wgs1984,lat_wgs1984
QNT,2,0,,Qantīr,قنتير,,,,,,,,,,https://www.geonames.org/350767,https://en.wikipedia.org/wiki/Pi-Ramesses,https://ar.wikipedia.org/wiki/بر-رمسيس,,,,,,https://wikidata.org/wiki/Q937930,31.8345,30.8017
QQN,1,189,,Qaqun,قاقون,,,,,קאקון,,uncertain (mod. Kibbutz Hama-apil),,,https://www.geonames.org/10194030,https://en.wikipedia.org/wiki/Qaqun,,,,https://he.wikipedia.org/wiki/קאקון,,,,34.9950,32.3593
QSH,3,302,Kilizu,Qaṣr Shimāmūk,قصر شماموك,,,,,,,Kilizu (mod. Qasr Shamamuk),https://pleiades.stoa.org/places/894027,https://www.openstreetmap.org/way/460245093,,,,,,,,http://publikationen.badw.de/de/rla/index#6491,,43.7514,36.1039
QTN,3,0,Qaṭnā,Tall al-Mishrifah,تل المشرفة,,,,,,,,https://pleiades.stoa.org/places/412342122,https://www.openstreetmap.org/way/226839682,,https://en.wikipedia.org/wiki/Al-Mushrifah,https://ar.wikipedia.org/wiki/المشرفة_(حمص),https://fa.wikipedia.org/wiki/المشرفه,,,,,,36.8663,34.8346
QUA,3,158 : 185,Apqu-ša-Adad,Tall Abū Māriyā,ال أبو ماريا,,,,,,,uncertain (mod. Abu-Maria) : Apqu-ša-Adad (mod. Tell Abu Marya) : uncertain (mod. Abu-Maria),https://pleiades.stoa.org/places/874723,https://www.openstreetmap.org/node/3323901446,,,,,,,,,,42.5973,36.4295
QUF,1,0,,Qufṭ,قفـط,,,,,,,,https://pleiades.stoa.org/places/786010,https://www.openstreetmap.org/node/332074724,https://www.geonames.org/350560,https://en.wikipedia.org/wiki/Qift,https://ar.wikipedia.org/wiki/قفط,,,,,,https://wikidata.org/wiki/Q935454,32.8158,25.9966
RAJ,1,,,Al-Rajībah,الرجيبة,,,,,,,,,,,,,,,,,,,45.9690,30.9047
RAZ,2,0,,Rāzlīq,,,رازلیق,,,,,,,https://www.openstreetmap.org/node/4528892051,https://www.geonames.org/118634,https://en.wikipedia.org/wiki/Razliq,,https://fa.wikipedia.org/wiki/رازلیق,,,,,,47.5496,38.0066
RBT,3,0,,Tall ‘Arbīd,تل عربيد,,,,,,,,,https://www.openstreetmap.org/node/567216178,https://www.geonames.org/173053,https://en.wikipedia.org/wiki/Tell_Arbid,https://ar.wikipedia.org/wiki/تل_عربيد,,,,,,https://wikidata.org/wiki/Q4120177,41.0207,36.8728
RKI,1,0,,Khārk,خارک,,,,,,,,,,,,,,,,,,,50.3091,29.2493
RQI,3,0,,Tall al-Raqa‘i,Unknown,,,,,,,,,,,,,,,,,,,40.8521,36.4400
RSL,3,0,Ursalimmu,Yrṿshlym,القدس,,,,,ירושלים,,,https://pleiades.stoa.org/places/687928,https://www.openstreetmap.org/node/29090735,https://www.geonames.org/281184,,,,,,,,,35.2358,31.7777
RTA,1,60,,Rasm al-Ṭanjara,رسم ال طنجرة,,,,,,,uncertain (mod. el-Ghab),,https://www.openstreetmap.org/node/3478055525,,,,,,,,,,36.3562,35.5872
RTE,1,297,,Rabat Tapah,ربت تپه,,,,,,,uncertain (mod. Rabat Tepe),,,,https://en.wikipedia.org/wiki/Rabat_Tepe,,,,,,,,45.5397,36.2010
RUS,3,218,Rusahinili,Toprakkale,,,,,,,,"Toprakkale, Eastern Anatolia",https://pleiades.stoa.org/places/874771,,,,,,,,,,,43.4064,38.5102
RUT,1,0,,Rutschi Tig,,,,,,,Unknown,,,,https://www.geonames.org/799326,,,,,,,,,43.7555,42.9889
SAI,3,0,,Al-Sayāl,السيال,,,,,,,,,https://www.openstreetmap.org/node/573457692,https://www.geonames.org/172451,,,,,,,,,40.9096,34.5970
SAL,2,0,,Salmanağa,,,,,,,,,,https://www.openstreetmap.org/node/2284818565,https://www.geonames.org/6969119,,,,,,,,,43.4345,39.0482
SAM,3,360,,Shamīt,شميت,,,,,,,Kian (Tell Shmid),,,,,,,,,,,,45.8326,31.7477
SAP,3,25,Sippar,Tall Abū Ḥabbah,تل أبو حبة,,,,,,,Sippar-Yahrurum (mod. Tell Abu Habbah),https://pleiades.stoa.org/places/894089,https://www.openstreetmap.org/way/456641882,https://www.geonames.org/6927414,https://en.wikipedia.org/wiki/Sippar,https://ar.wikipedia.org/wiki/سيبار,,,,,,https://wikidata.org/wiki/Q619707,44.2552,33.0605
SAR,3,290,Dur-Šarrukin,Khūrsabāṭ,خورسباط,,,,,,,Dur-Šarrukin (mod. Khorsabad),https://pleiades.stoa.org/places/874458,https://www.openstreetmap.org/way/888859165,,https://en.wikipedia.org/wiki/Dur-Sharrukin,https://ar.wikipedia.org/wiki/دور_شروكين,,,,,,https://wikidata.org/wiki/Q253208,43.2347,36.5035
SAV,1,0,,Savacık,,,,,,,,,,https://www.openstreetmap.org/node/1449289715,https://www.geonames.org/301457,,,,,,"https://tr.wikipedia.org/wiki/Savacık,_Gürpınar",,,43.6173,38.4123
SBA,1,308,,Sabā‘a,سباع,,,,,,,uncertain (mod. Saba'a),https://pleiades.stoa.org/places/528477900,,,,,,,,,,,41.0810,34.7579
SBY,3,640,,Tall Ṣabī Ābiyaḍ,تل صبي أبيض,,,,,,,,,,,,,,,,,,,39.0915,36.5057
SCH,3,0,,Tall Balāṭah,تل بلاطة‎,,,,,שְׁכָם,,,https://pleiades.stoa.org/places/678403,https://www.openstreetmap.org/node/5773512482,https://www.geonames.org/8070362,https://en.wikipedia.org/wiki/Tell_Balata,,,,https://he.wikipedia.org/wiki/wiki/תל_בלאטה,,,https://wikidata.org/wiki/Q7697383,35.2827,32.2135
SDM,2,400,,Surkh Dum Lurī,,,سرخ دم لـري,,,,,Surkh Dum (mod. Luristan),,,,,,,,,,,,47.7079,33.5064
SDP,3,96 : 221,Šaduppûm,Tall Ḥarmal,تل حرمل,,,,,,,Šaduppum (mod. Tell Harmal) : uncertain (mod. Tell Abu Harmal),https://pleiades.stoa.org/places/821129014,https://www.openstreetmap.org/way/85884758,https://www.geonames.org/96040,https://en.wikipedia.org/wiki/Shaduppum,https://ar.wikipedia.org/wiki/تل_حرمل,,,,,http://publikationen.badw.de/de/rla/index#10138,https://wikidata.org/wiki/Q3481186,44.4666,33.3098
SEA,3,0,,Beit She'an,,,,,,בֵּית שְׁאָן‎,,,https://pleiades.stoa.org/places/678378,https://www.openstreetmap.org/node/278473693,https://www.geonames.org/293387,https://en.wikipedia.org/wiki/Beit_She%27an,,,,https://yi.wikipedia.org/wiki/בית_שאן,,,https://wikidata.org/wiki/Q152368,35.5030,32.5046
SEC,0,123,,,,,,,,,,uncertain (mod. Abu Sêcher),,,,,,,,,,,,,
SEL,3,120,,Silūqīah,سلوقية,,,,,,,uncertain (mod. Seleucia) : Seleucia (mod. Tell 'Umar),https://pleiades.stoa.org/places/894178,https://www.openstreetmap.org/way/353551437,https://www.geonames.org/89799,https://en.wikipedia.org/wiki/Seleucia,https://ar.wikipedia.org/wiki/سلوقية,,,,,,https://wikidata.org/wiki/Q1136681,44.5213,33.0962
SEQ,1,0,URULibliuni,Saqandal,,,سقندل,,,,,,https://pleiades.stoa.org/places/884203,,,,,,,,,,,46.7375,38.5041
SER,1,0,,Sarābīūm,سرابيوم,,,,,,,,https://pleiades.stoa.org/places/727228,,,,,,,,,,,32.3260,30.4677
SFR,3,167 : 210,Kutalla,Tall al-Sifr,تل سفر,,,,,,,Kutalla (mod. Tell Sifr) : uncertain (mod. Tell Sifr),,,,,,,,,,,,45.9672,31.2946
SHA,0,0,,,Unknown,,,,,,,Shapiya,,,,,,,,,,,,,
SHD,1,280,,Shahdād,,,شهداد,,,,,uncertain (mod. Shadad),,https://www.openstreetmap.org/node/732047429,https://www.geonames.org/115960,,,,,,,,https://wikidata.org/wiki/Q498118,57.7405,30.4279
SHI,3,176 : 526,Šibaniba,Tall Billah,ال بلة,,,,,,,Shibaniba (mod. Tell Billa) : Šibaniba (mod. Tell Billa),https://pleiades.stoa.org/places/237391811,https://www.openstreetmap.org/node/5285315356,,https://en.wikipedia.org/wiki/Shibaniba,,,,,,,https://wikidata.org/wiki/Q3482023,43.3481,36.4335
SHP,1,0,,Shephela,,,,,,Unknown,,,,,,,,,,,,,,34.8685,31.6283
SHY,3,0,,Kārībahīn,كاري بهين,,,,,,,,,https://www.openstreetmap.org/node/2488213215,https://www.geonames.org/96479,,,,,,,,,42.9355,36.7760
SHZ,1,0,,Sarıca,,,,,,,,,,https://www.openstreetmap.org/node/2385090081,https://www.geonames.org/7010423,,,,,,,,,40.4981,37.0445
SID,3,144,,Ṣaiydā,صيدا,,,,,,,uncertain (mod. Sidon) ?,https://pleiades.stoa.org/places/678393,https://www.openstreetmap.org/node/4799206602,https://www.geonames.org/268064,https://en.wikipedia.org/wiki/Sidon,https://ar.wikipedia.org/wiki/صيدا,,,,,,https://wikidata.org/wiki/Q163490,35.3697,33.5625
SIH,1,0,,Sihke,,,,,,,,,,https://www.openstreetmap.org/node/1860375423,https://www.geonames.org/320823,,,,,,,,,43.4354,38.5072
SIN,1,444,,Shīshīn,شيشين,,,,,,,uncertain (mod. Šišin),,,,,,,,,,,,42.5740,33.9716
SIP,3,2,Sippar-Amnanum,Tall al-Daiyr,تل الدير,,,,,,,Sippar-Amnanum (mod. Tell ed-Der),https://pleiades.stoa.org/places/392373882,https://www.openstreetmap.org/way/552319194,https://www.geonames.org/6927582,https://en.wikipedia.org/wiki/Sippar-Amnanum,https://ar.wikipedia.org/wiki/سيبار_أمنانوم,,,,,,https://wikidata.org/wiki/Q7525818,44.2991,33.0991
SIS,1,425,,Shīr al-Ṣanām,شير الصنام,,,,,,,uncertain (mod. Shir as-Sanam),https://pleiades.stoa.org/places/58291143,,,,,,,,,,,36.2443,34.4980
SIT,3,0,,Tall Sītak,تل سيتك,,,,,,,,,,,,,,,,,,,45.5027,35.6419
SIY,2,0,,Siyah Chas̱mah,,,سیه‌چشمه,,,,,,,https://www.openstreetmap.org/node/879415755,https://www.geonames.org/116326,https://en.wikipedia.org/wiki/Siah_Cheshmeh,,https://fa.wikipedia.org/wiki/سیه%E2%80%8Cچشمه,,,,,,44.3867,39.0659
SJQ,2,0,,Kūy Sīnjāq,کۆیسینجاق,,,,,,,,,https://www.openstreetmap.org/node/470018430,https://www.geonames.org/94220,,,,,,,,,44.6278,36.0847
SJR,2,199,,Sur Jar'a,,,,,,,,uncertain (mod. Sur Jar'a),https://pleiades.stoa.org/places/413309738,,,,,,,,,,,42.1939,34.3072
SKH,3,84,Tarbisu,Tall Sharīf Khān,تل شريف خان,,,,,,,Tarbisu (mod. Tell Sherif Khan),https://pleiades.stoa.org/places/30774368,https://www.openstreetmap.org/node/5392949728,,https://en.wikipedia.org/wiki/Tarbisu,,https://fa.wikipedia.org/wiki/تربیس,,,,,https://wikidata.org/wiki/Q3818869,43.0774,36.4089
SLA,1,424,,Al-Sila‘,السلع,,,,,,,uncertain (mod. Sela),https://pleiades.stoa.org/places/86623849,https://www.openstreetmap.org/node/798883031,https://www.geonames.org/246782,,,,,,,,,35.5779,30.7823
SLB,2,0,,Tall Abū Ṣālabīkh,تل أبو صلابيخ,,,,,,,0,,,https://www.geonames.org/6763772,,,,,,,,,,
SLG,3,259,,Tas-Silġ,,,,,,,,"uncertain (mod. Tas-Silg, Malta)",https://pleiades.stoa.org/places/601235773,https://www.openstreetmap.org/way/386959624,https://www.geonames.org/2565360,https://en.wikipedia.org/wiki/Tas-Silġ,,,,,,,,14.5519,35.8459
SMA,3,398,,Al-Sāmirah,السامرة,,,,,שומרון,,Samerina (mod. Samaria),https://pleiades.stoa.org/places/678370,https://www.openstreetmap.org/way/265619990,https://www.geonames.org/282107,https://en.wikipedia.org/wiki/Samaria_%28ancient_city%29,https://ar.wikipedia.org/wiki/السامرة_(مدينة_أثرية),,,,,,https://wikidata.org/wiki/Q1757438,35.1897,32.2763
SMH,3,0,,Ishān al-Sama‘a,اشان السمع,,,,,,,uncertain (mod. Tell Sukas),,https://www.openstreetmap.org/node/2482342332,https://www.geonames.org/6739227,,,,,,,,,45.4193,32.0725
SMR,3,282,,Sāmmarā,سامراء,,,,,,,uncertain (mod. Samarra) ?,https://pleiades.stoa.org/places/894082,https://www.openstreetmap.org/way/393905434,,https://en.wikipedia.org/wiki/Samarra,https://ar.wikipedia.org/wiki/سامراء,,,,,,https://wikidata.org/wiki/Q170047,43.8795,34.2291
SNJ,1,108,,Bitwātā,بتواتا,,,,,,,uncertain (mod. Bardi Sanjian Bitwata),,,,,,,,,,,,44.7031,36.3398
SOK,3,309,,Shahr-i Sūkhta,,,شهر سوخته,,,,,uncertain (mod. Shahr-i Sokhta),https://pleiades.stoa.org/places/377547413,https://www.openstreetmap.org/node/3304892108,https://www.geonames.org/1159598,https://en.wikipedia.org/wiki/Shahr-e_Sukhteh,https://ar.wikipedia.org/wiki/شهر_سوخته,,,,,,https://wikidata.org/wiki/Q1025825,61.3280,30.5961
SOU,3,434,,Tall Soukās,تل سوكاس,,,,,,,,https://pleiades.stoa.org/places/668383,,,,,,,,,,,35.9229,35.3060
SPA,1,0,,Spandaryan,,Սպանդարյան,,,,,,,,,,,,,,,,,,44.0205,40.6679
SPH,3,307,,Zippori,,,,,,צִפּוֹרִי,,uncertain (mod. Sepphoris),https://pleiades.stoa.org/places/678387,https://www.openstreetmap.org/way/112585706,https://www.geonames.org/293058,https://en.wikipedia.org/wiki/Sepphoris,https://ar.wikipedia.org/wiki/صفورية,,,,,,https://wikidata.org/wiki/Q1132798,35.2790,32.7529
SPI,3,0,,Tall-i Spīd,,,تل‌اسپید,,,,,,,https://www.openstreetmap.org/node/6336979542,https://www.geonames.org/112703,,,,,,,,,51.4845,30.2519
SQL,3,251,Isqalluna,Ashkelon,,,,,,אַשְׁקְלוֹן,,Isqalluna (mod. Ashkelon),https://pleiades.stoa.org/places/687839,https://www.openstreetmap.org/relation/1376782,https://www.geonames.org/293400,https://en.wikipedia.org/wiki/Ashkelon,,,,https://he.wikipedia.org/wiki/wiki/אשקלון,,,,34.5471,31.6629
SRD,1,0,,Sardarapat,,Սարդարապատ,,,,,,,,https://www.openstreetmap.org/way/309926621,https://www.geonames.org/616328,"https://en.wikipedia.org/wiki/Sardarapat,_Armenia",,,,,,,,44.0187,40.1360
SRK,1,0,,Sarıkamış,,,,,,,,,,,,,,,,,,,,42.5796,40.3348
SRM,2,0,,Sarmaç,,,,,,,,,,https://www.openstreetmap.org/node/1482093902,https://www.geonames.org/301531,,,,,,,,,43.4960,38.4984
SRP,2,0,,Sārabtā,ساربتا,,,,,,,,,https://www.openstreetmap.org/node/3199142544,,,,,,,,,,35.2950,33.4643
SSH,2,0,,S̱īs̱ah,,,شيشه,,,,,,,https://www.openstreetmap.org/node/4453591321,https://www.geonames.org/35594,,,,,,,,,47.3662,38.6075
SUH,1,0,,Suhairy,Unknown,,,,,,,,,,,,,,,,,,,45.5881,31.4729
SUN,2,0,,Süngütaşı,,,,,,,,,,https://www.openstreetmap.org/node/2559451429,https://www.geonames.org/739232,,,,,,,,,42.2432,40.2139
SUR,3,54,Šuruppak,Tall Fārā,تل فارا,,,,,,,Šuruppak (mod. Fara),https://pleiades.stoa.org/places/326150788,https://www.openstreetmap.org/node/2482345266,https://www.geonames.org/96781,https://en.wikipedia.org/wiki/Shuruppak,https://ar.wikipedia.org/wiki/شوروباك,,,,,http://publikationen.badw.de/de/rla/index#11272,https://wikidata.org/wiki/Q392725,45.5113,31.7772
SUS,3,12,Susa,Shūsh,,,شوش,,,,,Susa (mod. Shush),https://pleiades.stoa.org/places/912936,https://www.openstreetmap.org/way/378357184,https://www.geonames.org/6687956,https://en.wikipedia.org/wiki/Susa,,https://fa.wikipedia.org/wiki/شوش_(شهر_باستانی),,,,,https://wikidata.org/wiki/Q180773,48.2569,32.1895
SWE,3,156,,Tall Suwaiyhat,Unknown,,,,,,,uncertain (mod. Tell Sweyhat),,,,https://en.wikipedia.org/wiki/Sweyhat,,,,,,,https://wikidata.org/wiki/Q1986456,38.2538,36.2734
SWS,3,410,,Sa‘ad wa Sa‘ayd,سعد وسعيد,,,,,,,uncertain (mod. Failaka),,,https://www.geonames.org/285461,,,,,,,,,48.2779,29.4303
SYA,3,0,,Tall Siānū,تل سيانو,,,,,,,,,,,,,,,,,,,36.0028,35.3653
SZE,3,289,Šubat-Enlil,Tall Laiylān,تل ليلان,,,,,,,Šubat-Enlil (mod. Leilan),https://pleiades.stoa.org/places/223856813,https://www.openstreetmap.org/way/373936354,https://www.geonames.org/8449936,https://en.wikipedia.org/wiki/Tell_Leilan,https://ar.wikipedia.org/wiki/تل_ليلان,,,,,,https://wikidata.org/wiki/Q588192,41.5069,36.9579
SZU,3,401,Šušarra,Tall Shimshārah,تل شمشارة,,,,,,,Susarra (mod. Tell Shemshara),,https://www.openstreetmap.org/node/3523800857,,https://en.wikipedia.org/wiki/Tell_Shemshara,,,,,,,https://wikidata.org/wiki/Q2273816,44.9384,36.2016
TAB,3,34,,Tall Ṭābān,تل طابان,,,,,,,uncertain (mod. Tell Taban),https://pleiades.stoa.org/places/874754,https://www.openstreetmap.org/node/3377400743,https://www.geonames.org/163833,,,,,,,,,40.7878,36.3362
TAF,3,0,,Tall Afghanī,,,تل افغاني‎,,,,,,,https://www.openstreetmap.org/node/4540942989,https://www.geonames.org/38369,,,,,,,,,51.1321,31.4883
TAG,1,0,,Tall al-‘Agāmiyya,Unknown,,,,,,,,,,,,,,,,,,,43.4304,35.2249
TAH,3,0,,Taşlik Höyük,,,,,,,,,,,,,,,,,,,,35.0269,39.8017
TAN,3,0,,Ṣan al-Hagar,صان الحجر,,,,,,,,https://pleiades.stoa.org/places/27236,https://www.openstreetmap.org/way/188053938,https://www.geonames.org/349654,https://en.wikipedia.org/wiki/Tanis,https://ar.wikipedia.org/wiki/صان_الحجر_القبلية,,,,,,https://wikidata.org/wiki/Q210598,31.8845,30.9746
